########## REPORT GEN: 2 ##########
SPECIES: 
Welch          		Mean: 85.79 		Best: 911.79 		N:11
Johnson        		Mean: 128.52 		Best: 899.51 		N:7
Bench          		Mean: 112.64 		Best: 900.3 		N:8

########## REPORT GEN: 175 ##########
SPECIES: 
Aponte         		Mean: 75.4 		Best: 942.42 		N:12
Rudd           		Mean: 90.49 		Best: 934.5 		N:10
Jackson        		Mean: 64.59 		Best: 934.45 		N:14
Johnson        		Mean: 182.46 		Best: 934.45 		N:5
Hansen         		Mean: 69.7 		Best: 934.24 		N:13
Nichols        		Mean: 60.41 		Best: 934.13 		N:15
Minor          		Mean: 90.98 		Best: 928.56 		N:10
Wickliff       		Mean: 181.21 		Best: 928.56 		N:5
Wallace        		Mean: 150.76 		Best: 928.56 		N:6
Grady          		Mean: 129.19 		Best: 928.21 		N:7
Rittenhouse    		Mean: 129.09 		Best: 925.66 		N:7
Campbell       		Mean: 113.28 		Best: 924.34 		N:8
Young          		Mean: 150.72 		Best: 923.47 		N:6
Spann          		Mean: 181.01 		Best: 920.05 		N:5
Bench          		Mean: 112.69 		Best: 903.68 		N:8
Simpson        		Mean: 150.29 		Best: 902.8 		N:6
Harvey         		Mean: 81.95 		Best: 901.58 		N:11
Peveler        		Mean: 90.15 		Best: 901.56 		N:10

########## REPORT GEN: 176 ##########
SPECIES: 
Nichols        		Mean: 151.95 		Best: 942.42 		N:6
Campbell       		Mean: 113.27 		Best: 934.5 		N:8
Minor          		Mean: 113.71 		Best: 934.45 		N:8
Harvey         		Mean: 82.4 		Best: 934.45 		N:11
Rittenhouse    		Mean: 100.95 		Best: 934.29 		N:9
Wickliff       		Mean: 75.54 		Best: 934.13 		N:12
Wallace        		Mean: 82.65 		Best: 934.13 		N:11
Young          		Mean: 100.91 		Best: 934.13 		N:9
Johnson        		Mean: 90.57 		Best: 928.56 		N:10
Aponte         		Mean: 75.3 		Best: 928.21 		N:12
Rudd           		Mean: 113.38 		Best: 925.66 		N:8
Grady          		Mean: 90.29 		Best: 921.94 		N:10
Bench          		Mean: 64.42 		Best: 903.85 		N:14
Jackson        		Mean: 100.08 		Best: 901.7 		N:9
Simpson        		Mean: 89.97 		Best: 900.09 		N:10
Spann          		Mean: 149.99 		Best: 899.83 		N:6
Peveler        		Mean: 81.85 		Best: 900.18 		N:11
Hansen         		Mean: 179.94 		Best: 899.39 		N:5

########## REPORT GEN: 177 ##########
SPECIES: 
Rittenhouse    		Mean: 100.66 		Best: 942.42 		N:9
Rudd           		Mean: 64.56 		Best: 934.45 		N:14
Jackson        		Mean: 90.43 		Best: 934.45 		N:10
Aponte         		Mean: 69.55 		Best: 934.24 		N:13
Grady          		Mean: 114.01 		Best: 934.24 		N:8
Nichols        		Mean: 56.57 		Best: 934.13 		N:16
Wickliff       		Mean: 82.19 		Best: 934.13 		N:11
Simpson        		Mean: 82.2 		Best: 934.13 		N:11
Young          		Mean: 226.73 		Best: 928.56 		N:4
Wallace        		Mean: 69.64 		Best: 925.66 		N:13
Minor          		Mean: 150.85 		Best: 924.34 		N:6
Bench          		Mean: 82.11 		Best: 923.47 		N:11
Hansen         		Mean: 112.97 		Best: 921.94 		N:8
Johnson        		Mean: 90.18 		Best: 903.85 		N:10
Harvey         		Mean: 225.33 		Best: 902.04 		N:4
Spann          		Mean: 56.3 		Best: 901.72 		N:16
Campbell       		Mean: 112.66 		Best: 901.58 		N:8
Peveler        		Mean: 224.93 		Best: 899.9 		N:4

########## REPORT GEN: 178 ##########
SPECIES: 
Minor          		Mean: 69.55 		Best: 942.42 		N:13
Aponte         		Mean: 101.24 		Best: 934.45 		N:9
Hansen         		Mean: 64.72 		Best: 934.45 		N:14
Grady          		Mean: 50.33 		Best: 934.13 		N:18
Young          		Mean: 130.01 		Best: 934.13 		N:7
Bench          		Mean: 113.1 		Best: 928.56 		N:8
Harvey         		Mean: 75.29 		Best: 928.21 		N:12
Spann          		Mean: 150.8 		Best: 925.66 		N:6
Campbell       		Mean: 181.36 		Best: 924.8 		N:5
Jackson        		Mean: 302.81 		Best: 923.47 		N:3
Wickliff       		Mean: 82.15 		Best: 923.47 		N:11
Peveler        		Mean: 113.3 		Best: 921.94 		N:8
Simpson        		Mean: 180.41 		Best: 902.57 		N:5
Wallace        		Mean: 100.21 		Best: 902.52 		N:9
Nichols        		Mean: 128.75 		Best: 902.04 		N:7
Rudd           		Mean: 180.29 		Best: 901.58 		N:5
Johnson        		Mean: 112.49 		Best: 900.36 		N:8
Rittenhouse    		Mean: 112.62 		Best: 899.41 		N:8

########## REPORT GEN: 179 ##########
SPECIES: 
Young          		Mean: 129.65 		Best: 942.42 		N:7
Nichols        		Mean: 82.74 		Best: 934.45 		N:11
Hansen         		Mean: 113.51 		Best: 934.13 		N:8
Wallace        		Mean: 53.24 		Best: 928.56 		N:17
Rudd           		Mean: 100.55 		Best: 928.56 		N:9
Wickliff       		Mean: 90.66 		Best: 928.21 		N:10
Harvey         		Mean: 151.56 		Best: 927.08 		N:6
Grady          		Mean: 150.9 		Best: 925.66 		N:6
Bench          		Mean: 113.02 		Best: 924.8 		N:8
Spann          		Mean: 90.36 		Best: 923.48 		N:10
Minor          		Mean: 90.37 		Best: 923.47 		N:10
Jackson        		Mean: 100.35 		Best: 921.94 		N:9
Simpson        		Mean: 90.14 		Best: 902.12 		N:10
Peveler        		Mean: 90.06 		Best: 900.09 		N:10
Campbell       		Mean: 299.98 		Best: 899.9 		N:3
Rittenhouse    		Mean: 81.91 		Best: 899.48 		N:11
Aponte         		Mean: 100.11 		Best: 899.43 		N:9
Johnson        		Mean: 100.12 		Best: 899.42 		N:9

########## REPORT GEN: 180 ##########
SPECIES: 
Nichols        		Mean: 100.66 		Best: 942.42 		N:9
Harvey         		Mean: 64.73 		Best: 942.42 		N:14
Rittenhouse    		Mean: 82.24 		Best: 934.45 		N:11
Wickliff       		Mean: 100.87 		Best: 934.13 		N:9
Young          		Mean: 90.4 		Best: 928.56 		N:10
Johnson        		Mean: 129.58 		Best: 928.56 		N:7
Jackson        		Mean: 129.83 		Best: 928.28 		N:7
Aponte         		Mean: 90.54 		Best: 928.21 		N:10
Minor          		Mean: 90.69 		Best: 927.08 		N:10
Simpson        		Mean: 64.46 		Best: 925.66 		N:14
Rudd           		Mean: 100.47 		Best: 924.8 		N:9
Campbell       		Mean: 82.36 		Best: 923.96 		N:11
Grady          		Mean: 150.79 		Best: 923.86 		N:6
Wallace        		Mean: 82.34 		Best: 923.47 		N:11
Bench          		Mean: 181.21 		Best: 923.47 		N:5
Spann          		Mean: 90.14 		Best: 902.26 		N:10
Hansen         		Mean: 180.04 		Best: 901.58 		N:5
Peveler        		Mean: 128.76 		Best: 901.1 		N:7

########## REPORT GEN: 181 ##########
SPECIES: 
Jackson        		Mean: 56.68 		Best: 942.42 		N:16
Campbell       		Mean: 113.73 		Best: 942.42 		N:8
Wallace        		Mean: 82.44 		Best: 934.45 		N:11
Aponte         		Mean: 82.4 		Best: 934.13 		N:11
Nichols        		Mean: 100.84 		Best: 928.56 		N:9
Rittenhouse    		Mean: 60.31 		Best: 928.56 		N:15
Grady          		Mean: 129.32 		Best: 928.56 		N:7
Hansen         		Mean: 90.39 		Best: 928.56 		N:10
Bench          		Mean: 90.84 		Best: 925.66 		N:10
Young          		Mean: 100.42 		Best: 924.8 		N:9
Johnson        		Mean: 60.2 		Best: 923.23 		N:15
Minor          		Mean: 90.23 		Best: 905.88 		N:10
Rudd           		Mean: 180.06 		Best: 902.26 		N:5
Spann          		Mean: 128.75 		Best: 901.61 		N:7
Peveler        		Mean: 180.27 		Best: 901.58 		N:5
Wickliff       		Mean: 100.11 		Best: 899.84 		N:9
Harvey         		Mean: 112.62 		Best: 899.43 		N:8
Simpson        		Mean: 90.0 		Best: 899.42 		N:10

########## REPORT GEN: 182 ##########
SPECIES: 
Jackson        		Mean: 75.86 		Best: 942.42 		N:12
Harvey         		Mean: 113.22 		Best: 942.42 		N:8
Hansen         		Mean: 101.21 		Best: 934.45 		N:9
Campbell       		Mean: 82.59 		Best: 934.13 		N:11
Aponte         		Mean: 64.65 		Best: 928.56 		N:14
Rittenhouse    		Mean: 90.66 		Best: 928.56 		N:10
Johnson        		Mean: 56.44 		Best: 928.25 		N:16
Spann          		Mean: 82.45 		Best: 928.21 		N:11
Peveler        		Mean: 113.23 		Best: 925.66 		N:8
Minor          		Mean: 112.92 		Best: 924.8 		N:8
Wickliff       		Mean: 129.15 		Best: 921.97 		N:7
Simpson        		Mean: 90.15 		Best: 901.9 		N:10
Nichols        		Mean: 60.07 		Best: 901.53 		N:15
Grady          		Mean: 224.9 		Best: 899.87 		N:4
Young          		Mean: 179.92 		Best: 899.85 		N:5
Wallace        		Mean: 100.08 		Best: 899.54 		N:9
Rudd           		Mean: 128.67 		Best: 899.45 		N:7
Bench          		Mean: 90.1 		Best: 899.43 		N:10

########## REPORT GEN: 183 ##########
SPECIES: 
Minor          		Mean: 69.79 		Best: 942.42 		N:13
Grady          		Mean: 100.68 		Best: 942.42 		N:9
Rudd           		Mean: 69.51 		Best: 934.45 		N:13
Simpson        		Mean: 75.5 		Best: 934.13 		N:12
Harvey         		Mean: 130.01 		Best: 933.74 		N:7
Jackson        		Mean: 90.67 		Best: 928.56 		N:10
Wallace        		Mean: 90.6 		Best: 928.25 		N:10
Rittenhouse    		Mean: 129.3 		Best: 928.21 		N:7
Spann          		Mean: 64.57 		Best: 924.8 		N:14
Wickliff       		Mean: 112.87 		Best: 923.74 		N:8
Campbell       		Mean: 300.1 		Best: 902.22 		N:3
Young          		Mean: 81.93 		Best: 901.61 		N:11
Johnson        		Mean: 81.85 		Best: 899.89 		N:11
Nichols        		Mean: 100.06 		Best: 899.87 		N:9
Aponte         		Mean: 150.12 		Best: 899.49 		N:6
Bench          		Mean: 90.04 		Best: 899.47 		N:10
Peveler        		Mean: 128.63 		Best: 899.43 		N:7
Hansen         		Mean: 90.01 		Best: 900.69 		N:10

########## REPORT GEN: 184 ##########
SPECIES: 
Bench          		Mean: 69.78 		Best: 942.42 		N:13
Hansen         		Mean: 90.42 		Best: 942.42 		N:10
Wallace        		Mean: 82.2 		Best: 934.41 		N:11
Harvey         		Mean: 82.38 		Best: 928.56 		N:11
Minor          		Mean: 90.4 		Best: 928.25 		N:10
Campbell       		Mean: 129.2 		Best: 928.21 		N:7
Simpson        		Mean: 90.26 		Best: 923.74 		N:10
Rittenhouse    		Mean: 129.13 		Best: 919.23 		N:7
Nichols        		Mean: 81.89 		Best: 902.22 		N:11
Spann          		Mean: 112.67 		Best: 901.61 		N:8
Aponte         		Mean: 299.94 		Best: 900.48 		N:3
Grady          		Mean: 100.14 		Best: 900.06 		N:9
Jackson        		Mean: 180.11 		Best: 899.89 		N:5
Wickliff       		Mean: 60.05 		Best: 899.54 		N:15
Johnson        		Mean: 81.83 		Best: 899.5 		N:11
Young          		Mean: 100.03 		Best: 899.84 		N:9
Rudd           		Mean: 179.93 		Best: 899.37 		N:5
Peveler        		Mean: 69.21 		Best: 899.86 		N:13

########## REPORT GEN: 185 ##########
SPECIES: 
Campbell       		Mean: 113.32 		Best: 942.42 		N:8
Wickliff       		Mean: 90.42 		Best: 934.41 		N:10
Young          		Mean: 113.64 		Best: 930.16 		N:8
Grady          		Mean: 100.48 		Best: 928.56 		N:9
Rudd           		Mean: 129.31 		Best: 928.25 		N:7
Spann          		Mean: 100.31 		Best: 928.21 		N:9
Peveler        		Mean: 100.38 		Best: 928.21 		N:9
Simpson        		Mean: 129.53 		Best: 923.36 		N:7
Bench          		Mean: 90.09 		Best: 901.61 		N:10
Johnson        		Mean: 89.95 		Best: 900.16 		N:10
Nichols        		Mean: 128.52 		Best: 900.09 		N:7
Hansen         		Mean: 81.85 		Best: 900.07 		N:11
Rittenhouse    		Mean: 100.13 		Best: 900.06 		N:9
Jackson        		Mean: 150.06 		Best: 900.06 		N:6
Aponte         		Mean: 100.1 		Best: 899.84 		N:9
Wallace        		Mean: 112.54 		Best: 900.55 		N:8
Harvey         		Mean: 69.26 		Best: 900.18 		N:13
Minor          		Mean: 149.96 		Best: 899.86 		N:6

########## REPORT GEN: 186 ##########
SPECIES: 
Wickliff       		Mean: 90.85 		Best: 942.42 		N:10
Jackson        		Mean: 90.64 		Best: 933.46 		N:10
Hansen         		Mean: 56.37 		Best: 930.16 		N:16
Grady          		Mean: 82.16 		Best: 928.25 		N:11
Nichols        		Mean: 181.07 		Best: 928.21 		N:5
Wallace        		Mean: 82.02 		Best: 928.21 		N:11
Peveler        		Mean: 90.54 		Best: 923.85 		N:10
Campbell       		Mean: 64.5 		Best: 919.87 		N:14
Rudd           		Mean: 100.34 		Best: 919.68 		N:9
Bench          		Mean: 81.86 		Best: 901.61 		N:11
Aponte         		Mean: 90.11 		Best: 901.61 		N:10
Rittenhouse    		Mean: 100.07 		Best: 900.07 		N:9
Harvey         		Mean: 100.07 		Best: 900.07 		N:9
Spann          		Mean: 90.07 		Best: 900.12 		N:10
Johnson        		Mean: 99.94 		Best: 899.5 		N:9
Minor          		Mean: 81.76 		Best: 899.35 		N:11
Young          		Mean: 75.0 		Best: 899.5 		N:12
Simpson        		Mean: 81.82 		Best: 900.16 		N:11

########## REPORT GEN: 187 ##########
SPECIES: 
Rudd           		Mean: 152.49 		Best: 942.42 		N:6
Johnson        		Mean: 60.34 		Best: 930.16 		N:15
Bench          		Mean: 75.4 		Best: 928.58 		N:12
Hansen         		Mean: 56.41 		Best: 928.21 		N:16
Rittenhouse    		Mean: 129.22 		Best: 928.21 		N:7
Wallace        		Mean: 64.44 		Best: 923.85 		N:14
Simpson        		Mean: 150.72 		Best: 923.85 		N:6
Jackson        		Mean: 112.79 		Best: 919.87 		N:8
Aponte         		Mean: 81.94 		Best: 919.68 		N:11
Spann          		Mean: 64.4 		Best: 903.53 		N:14
Grady          		Mean: 112.5 		Best: 902.13 		N:8
Nichols        		Mean: 64.31 		Best: 901.81 		N:14
Young          		Mean: 100.06 		Best: 901.86 		N:9
Peveler        		Mean: 81.92 		Best: 901.86 		N:11
Harvey         		Mean: 90.07 		Best: 901.81 		N:10
Wickliff       		Mean: 180.19 		Best: 900.06 		N:5
Campbell       		Mean: 100.08 		Best: 900.06 		N:9
Minor          		Mean: 128.5 		Best: 899.46 		N:7

########## REPORT GEN: 188 ##########
SPECIES: 
Peveler        		Mean: 75.33 		Best: 942.42 		N:12
Rudd           		Mean: 82.36 		Best: 934.49 		N:11
Simpson        		Mean: 75.47 		Best: 934.15 		N:12
Rittenhouse    		Mean: 151.67 		Best: 933.46 		N:6
Campbell       		Mean: 90.79 		Best: 933.46 		N:10
Aponte         		Mean: 75.2 		Best: 928.21 		N:12
Nichols        		Mean: 113.0 		Best: 928.21 		N:8
Wallace        		Mean: 64.39 		Best: 923.85 		N:14
Minor          		Mean: 64.53 		Best: 923.85 		N:14
Spann          		Mean: 113.37 		Best: 919.87 		N:8
Jackson        		Mean: 112.6 		Best: 903.53 		N:8
Wickliff       		Mean: 89.98 		Best: 902.13 		N:10
Grady          		Mean: 112.48 		Best: 902.0 		N:8
Harvey         		Mean: 128.79 		Best: 901.81 		N:7
Johnson        		Mean: 60.08 		Best: 901.86 		N:15
Hansen         		Mean: 180.16 		Best: 901.57 		N:5
Young          		Mean: 225.32 		Best: 900.07 		N:4
Bench          		Mean: 60.02 		Best: 900.09 		N:15

########## REPORT GEN: 189 ##########
SPECIES: 
Peveler        		Mean: 90.48 		Best: 942.42 		N:10
Rudd           		Mean: 69.46 		Best: 934.49 		N:13
Johnson        		Mean: 150.96 		Best: 934.15 		N:6
Nichols        		Mean: 82.13 		Best: 933.46 		N:11
Spann          		Mean: 90.4 		Best: 933.46 		N:10
Hansen         		Mean: 47.59 		Best: 930.16 		N:19
Young          		Mean: 53.28 		Best: 928.42 		N:17
Bench          		Mean: 150.97 		Best: 928.21 		N:6
Minor          		Mean: 82.08 		Best: 923.85 		N:11
Jackson        		Mean: 129.05 		Best: 923.85 		N:7
Wickliff       		Mean: 128.94 		Best: 919.67 		N:7
Grady          		Mean: 69.4 		Best: 919.62 		N:13
Simpson        		Mean: 225.09 		Best: 902.13 		N:4
Rittenhouse    		Mean: 180.23 		Best: 902.0 		N:5
Harvey         		Mean: 128.49 		Best: 899.43 		N:7
Wallace        		Mean: 149.96 		Best: 899.46 		N:6
Aponte         		Mean: 74.97 		Best: 899.43 		N:12
Campbell       		Mean: 224.86 		Best: 899.38 		N:4

########## REPORT GEN: 190 ##########
SPECIES: 
Minor          		Mean: 64.51 		Best: 942.42 		N:14
Jackson        		Mean: 101.01 		Best: 942.42 		N:9
Johnson        		Mean: 113.14 		Best: 934.49 		N:8
Rudd           		Mean: 113.45 		Best: 934.15 		N:8
Harvey         		Mean: 150.92 		Best: 934.15 		N:6
Peveler        		Mean: 228.54 		Best: 933.46 		N:4
Grady          		Mean: 75.76 		Best: 933.46 		N:12
Bench          		Mean: 181.51 		Best: 930.16 		N:5
Nichols        		Mean: 60.26 		Best: 928.3 		N:15
Spann          		Mean: 90.56 		Best: 928.3 		N:10
Aponte         		Mean: 113.3 		Best: 928.21 		N:8
Campbell       		Mean: 100.26 		Best: 919.67 		N:9
Wallace        		Mean: 75.0 		Best: 904.26 		N:12
Simpson        		Mean: 100.07 		Best: 903.68 		N:9
Rittenhouse    		Mean: 69.22 		Best: 902.13 		N:13
Young          		Mean: 150.04 		Best: 901.15 		N:6
Wickliff       		Mean: 179.92 		Best: 900.27 		N:5
Hansen         		Mean: 75.0 		Best: 899.46 		N:12

########## REPORT GEN: 191 ##########
SPECIES: 
Spann          		Mean: 64.66 		Best: 942.42 		N:14
Rittenhouse    		Mean: 82.39 		Best: 942.42 		N:11
Wickliff       		Mean: 82.2 		Best: 934.15 		N:11
Peveler        		Mean: 100.8 		Best: 934.15 		N:9
Johnson        		Mean: 91.01 		Best: 934.49 		N:10
Simpson        		Mean: 75.55 		Best: 933.46 		N:12
Harvey         		Mean: 112.99 		Best: 928.3 		N:8
Nichols        		Mean: 150.61 		Best: 921.94 		N:6
Minor          		Mean: 75.43 		Best: 919.67 		N:12
Grady          		Mean: 75.18 		Best: 919.14 		N:12
Wallace        		Mean: 150.41 		Best: 917.17 		N:6
Young          		Mean: 100.1 		Best: 904.26 		N:9
Hansen         		Mean: 128.72 		Best: 903.86 		N:7
Jackson        		Mean: 100.04 		Best: 903.71 		N:9
Bench          		Mean: 128.7 		Best: 903.71 		N:7
Rudd           		Mean: 128.55 		Best: 901.86 		N:7
Campbell       		Mean: 112.44 		Best: 899.52 		N:8
Aponte         		Mean: 179.91 		Best: 899.47 		N:5

########## REPORT GEN: 192 ##########
SPECIES: 
Rittenhouse    		Mean: 82.36 		Best: 942.42 		N:11
Harvey         		Mean: 82.47 		Best: 942.42 		N:11
Grady          		Mean: 75.25 		Best: 934.15 		N:12
Campbell       		Mean: 113.04 		Best: 934.15 		N:8
Johnson        		Mean: 90.41 		Best: 933.46 		N:10
Minor          		Mean: 100.44 		Best: 933.46 		N:9
Rudd           		Mean: 90.78 		Best: 933.46 		N:10
Nichols        		Mean: 150.75 		Best: 928.3 		N:6
Hansen         		Mean: 129.2 		Best: 928.21 		N:7
Peveler        		Mean: 56.39 		Best: 921.94 		N:16
Wallace        		Mean: 90.22 		Best: 919.62 		N:10
Jackson        		Mean: 100.11 		Best: 904.26 		N:9
Bench          		Mean: 74.99 		Best: 902.36 		N:12
Young          		Mean: 64.28 		Best: 901.86 		N:14
Wickliff       		Mean: 99.97 		Best: 901.73 		N:9
Aponte         		Mean: 81.83 		Best: 901.11 		N:11
Simpson        		Mean: 128.52 		Best: 900.21 		N:7
Spann          		Mean: 149.94 		Best: 900.18 		N:6

########## REPORT GEN: 193 ##########
SPECIES: 
Spann          		Mean: 129.62 		Best: 942.42 		N:7
Young          		Mean: 100.43 		Best: 934.43 		N:9
Simpson        		Mean: 100.42 		Best: 934.43 		N:9
Aponte         		Mean: 150.88 		Best: 934.15 		N:6
Johnson        		Mean: 56.52 		Best: 934.15 		N:16
Rudd           		Mean: 130.07 		Best: 933.46 		N:7
Peveler        		Mean: 113.88 		Best: 933.46 		N:8
Harvey         		Mean: 60.41 		Best: 928.21 		N:15
Grady          		Mean: 81.96 		Best: 919.2 		N:11
Campbell       		Mean: 112.75 		Best: 919.14 		N:8
Wallace        		Mean: 52.93 		Best: 904.26 		N:17
Minor          		Mean: 81.79 		Best: 902.22 		N:11
Nichols        		Mean: 69.25 		Best: 902.12 		N:13
Hansen         		Mean: 128.55 		Best: 901.73 		N:7
Jackson        		Mean: 74.97 		Best: 900.29 		N:12
Bench          		Mean: 81.78 		Best: 900.11 		N:11
Wickliff       		Mean: 99.96 		Best: 899.92 		N:9
Rittenhouse    		Mean: 99.94 		Best: 899.46 		N:9

########## REPORT GEN: 194 ##########
SPECIES: 
Johnson        		Mean: 90.76 		Best: 942.42 		N:10
Campbell       		Mean: 56.46 		Best: 942.42 		N:16
Grady          		Mean: 53.18 		Best: 934.43 		N:17
Bench          		Mean: 75.21 		Best: 934.43 		N:12
Peveler        		Mean: 75.37 		Best: 934.15 		N:12
Spann          		Mean: 75.42 		Best: 933.46 		N:12
Harvey         		Mean: 64.45 		Best: 933.46 		N:14
Minor          		Mean: 90.72 		Best: 933.46 		N:10
Rittenhouse    		Mean: 100.86 		Best: 934.15 		N:9
Aponte         		Mean: 69.38 		Best: 928.21 		N:13
Hansen         		Mean: 82.21 		Best: 922.71 		N:11
Wallace        		Mean: 180.93 		Best: 921.94 		N:5
Young          		Mean: 81.94 		Best: 919.14 		N:11
Rudd           		Mean: 100.09 		Best: 901.81 		N:9
Wickliff       		Mean: 99.96 		Best: 900.29 		N:9
Simpson        		Mean: 112.46 		Best: 900.27 		N:8
Nichols        		Mean: 149.91 		Best: 899.52 		N:6
Jackson        		Mean: 149.91 		Best: 899.34 		N:6

########## REPORT GEN: 195 ##########
SPECIES: 
Harvey         		Mean: 113.17 		Best: 942.42 		N:8
Jackson        		Mean: 82.18 		Best: 942.42 		N:11
Rittenhouse    		Mean: 113.82 		Best: 934.43 		N:8
Simpson        		Mean: 114.03 		Best: 934.43 		N:8
Wickliff       		Mean: 82.25 		Best: 934.15 		N:11
Bench          		Mean: 90.4 		Best: 933.46 		N:10
Aponte         		Mean: 82.11 		Best: 933.46 		N:11
Wallace        		Mean: 69.57 		Best: 933.46 		N:13
Rudd           		Mean: 113.64 		Best: 933.46 		N:8
Young          		Mean: 56.42 		Best: 928.26 		N:16
Campbell       		Mean: 112.82 		Best: 922.71 		N:8
Hansen         		Mean: 100.21 		Best: 919.23 		N:9
Grady          		Mean: 180.23 		Best: 906.44 		N:5
Johnson        		Mean: 69.24 		Best: 904.23 		N:13
Peveler        		Mean: 81.82 		Best: 901.81 		N:11
Spann          		Mean: 112.54 		Best: 901.11 		N:8
Minor          		Mean: 180.13 		Best: 901.11 		N:5
Nichols        		Mean: 74.96 		Best: 899.52 		N:12

########## REPORT GEN: 196 ##########
SPECIES: 
